System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","org.apache.commons.codec","DecoderExceptionTest","testConstructorStringThrowable",1,4,33,19,1009.31,0.05,1,3,1,5,0,2,7.20,0,0,0,1,17,0,6,0,0,140.18,16
"No System Name","org.apache.commons.codec","EncoderExceptionTest","testConstructorStringThrowable",1,4,33,19,1009.31,0.05,1,3,1,5,0,2,7.20,0,0,0,1,17,0,6,0,0,140.18,16
"No System Name","org.apache.commons.codec","DecoderExceptionTest","testConstructorThrowable",1,4,38,20,1142.17,0.05,1,5,1,5,0,2,6.95,0,0,0,1,21,0,5,0,0,164.23,17
"No System Name","org.apache.commons.codec","EncoderExceptionTest","testConstructorThrowable",1,4,38,20,1142.17,0.05,1,5,1,5,0,2,6.95,0,0,0,1,21,0,5,0,0,164.23,17
"No System Name","org.apache.commons.codec.binary","Base64Test","testConstructor_Int_ByteArray_Boolean",1,7,67,33,2498.07,0.11,4,4,1,8,0,2,7.39,0,0,0,4,33,0,8,0,0,337.97,34
"No System Name","org.apache.commons.codec.binary","Base64Test","testConstructor_Int_ByteArray_Boolean_UrlSafe",1,10,94,40,4085.47,0.17,4,5,1,11,0,2,8.17,0,0,0,4,45,0,14,0,0,500.26,49
"No System Name","org.apache.commons.codec.binary","Base64Test","testConstructors",5,21,177,34,17436.59,0.30,2,1,2,30,0,2,19.36,0,1,1,1,106,0,11,0,8,900.48,71
"No System Name","org.apache.commons.codec.binary","BaseNCodecTest","testContainsAlphabetOrPad",1,7,73,22,2976.35,0.11,0,2,2,8,0,2,9.14,0,0,0,0,41,0,8,0,0,325.54,32
"No System Name","org.apache.commons.codec.digest","CryptTest","testCrypt",1,2,13,11,134.92,0.01,1,1,1,3,0,2,3.00,0,0,0,0,8,0,0,0,0,44.97,5
"No System Name","org.apache.commons.codec.digest","CryptTest","testCryptWithBytes",1,4,41,25,1332.79,0.06,2,1,1,5,0,2,7.00,0,0,0,2,20,0,3,0,0,190.40,21
"No System Name","org.apache.commons.codec.digest","CryptTest","testCryptWithEmptySalt",1,2,20,17,327.00,0.03,1,1,0,3,0,2,4.00,0,0,0,0,11,0,0,0,0,81.75,9
"No System Name","org.apache.commons.codec.digest","Md5CryptTest","testCtor",1,2,13,11,134.92,0.01,1,1,1,3,0,2,3.00,0,0,0,0,8,0,0,0,0,44.97,5
"No System Name","org.apache.commons.codec.digest","Sha2CryptTest","testCtor",1,2,13,11,134.92,0.01,1,1,1,3,0,2,3.00,0,0,0,0,8,0,0,0,0,44.97,5
"No System Name","org.apache.commons.codec.digest","UnixCryptTest","testCtor",1,2,13,11,134.92,0.01,1,1,1,3,0,2,3.00,0,0,0,0,8,0,0,0,0,44.97,5
"No System Name","org.apache.commons.codec.binary","HexTest","testCustomCharset",2,6,29,21,752.68,0.04,4,2,1,5,0,2,5.91,1,0,1,0,16,2,1,0,1,127.38,13
"No System Name","org.apache.commons.codec.binary","HexTest","testCustomCharset",2,21,191,51,19267.54,0.36,6,9,3,25,2,1,17.78,0,0,1,10,97,2,37,1,1,1083.43,94
